지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
174,2019-01-09 06:00,-5.3,,2.8,320,53,2.2,-13.4,1012.7,1034.2,,,,,10,10,,73,1797,,,-3.4,,,,
174,2019-01-09 07:00,-5.6,,2.7,320,54,2.2,-13.4,1012.8,1034.2,,,,,10,9,,66,1834,,,-3.3,,,,
174,2019-01-09 08:00,-5.8,,2.4,320,54,2.1,-13.6,1012.6,1034.1,0,,,,10,7,,56,1827,,,-3.4,,,,
174,2019-01-09 09:00,-4.7,,2.1,320,49,2.1,-13.8,1012.5,1033.9,.2,,,,10,1,,,1688,,,-1,,,,
174,2019-01-09 10:00,-2.8,,2.4,270,45,2.2,-13.1,1012.7,1033.9,1,,,,0,0,,,1777,,,-.3,,,,
174,2019-01-09 11:00,-.5,,1.9,270,38,2.2,-13.1,1012.5,1033.5,1,,,,8,0,,,1653,,,1.2,,,,
174,2019-01-09 12:00,2.3,,1.7,270,29,2.1,-13.9,1012.2,1033,1,,,,9,3,,58,1914,,,4.3,,,,
174,2019-01-09 13:00,3.3,,1.3,250,27,2.1,-13.9,1010.8,1031.5,.4,,,,9,9,,54,1969,,,5.4,,,,
174,2019-01-09 14:00,4.1,,1.3,230,27,2.2,-13.2,1009.8,1030.4,0,,,,10,6,,57,1939,,,6.3,,,,
174,2019-01-09 15:00,4.5,,1.1,250,27,2.3,-12.9,1009.6,1030.1,0,,,,8,5,,44,1943,,,4.8,,,,
174,2019-01-09 16:00,4.2,,1.2,290,28,2.3,-12.7,1009.7,1030.3,.3,,,,9,3,,56,1890,,,2.1,,,,
174,2019-01-09 17:00,2.6,,1.6,270,33,2.4,-12,1009,1029.7,.6,,,,3,0,,,1540,,,-.6,,,,
174,2019-01-09 18:00,.5,,1.5,320,40,2.5,-11.5,1008.9,1029.8,0,,,,10,7,,60,1401,,,-.9,,,,
174,2019-01-09 19:00,-.4,,.3,0,45,2.7,-10.9,1009.7,1030.7,,,,,10,8,,56,996,,,-1,,,,
174,2019-01-09 20:00,-1.3,,.5,270,50,2.8,-10.4,1009.2,1030.2,,,,,8,7,,53,1594,,,-1.6,,,,
174,2019-01-09 21:00,-1.9,,.6,70,53,2.8,-10.2,1008.9,1030,,,,,8,8,,46,864,,,-1.5,,,,
174,2019-01-09 22:00,-2.4,,.2,0,56,2.9,-9.9,1008.6,1029.7,,,,,8,5,,48,1316,,,-1.7,,,,
174,2019-01-09 23:00,-2.3,,.6,140,61,3.1,-8.8,1008.2,1029.3,,,,,9,6,,37,1283,,,-1.2,,,,
174,2019-01-10 00:00,-2.1,,.3,0,61,3.2,-8.6,1007.1,1028.2,,,,,10,8,,,1114,,,-1.4,,,,
174,2019-01-10 01:00,-1.9,,.1,0,63,3.3,-8,1006.2,1027.2,,,,,9,9,,37,854,,,-1,,,,
174,2019-01-10 02:00,.6,,1.6,340,37,2.4,-12.4,1006.5,1027.3,,,,,9,9,,27,1932,,,-1,,,,
174,2019-01-10 03:00,.4,,3.1,320,38,2.4,-12.3,1006.2,1027,,,,,10,10,,26,1921,,,-.9,,,,
174,2019-01-10 04:00,.4,,1.9,290,37,2.3,-12.6,1005.9,1026.7,,,,,10,10,,29,1832,,,-.9,,,,
174,2019-01-10 05:00,.4,,2.5,290,36,2.3,-12.9,1005,1025.8,,,,,10,7,,28,1874,,,-1,,,,
174,2019-01-10 06:00,.4,,1.6,290,36,2.3,-12.9,1004.8,1025.6,,,,,10,6,,23,1737,,,-.8,,,,
174,2019-01-10 07:00,.4,,2.7,290,35,2.2,-13.3,1004.8,1025.6,,,,,8,8,,20,1936,,,-.8,,,,
174,2019-01-10 08:00,-.2,,3.5,320,37,2.2,-13.1,1004.9,1025.8,0,,,,1,1,,22,1718,,,-1.1,,,,
174,2019-01-10 09:00,.2,,3.2,290,39,2.4,-12.1,1005.5,1026.3,.1,,,,8,5,,28,1797,,,-.2,,,,
174,2019-01-10 10:00,1.2,,4.2,340,43,2.9,-10,1005.5,1026.3,.9,,,,8,3,,30,1770,,,1.8,,,,
174,2019-01-10 11:00,2.2,,2.7,320,40,2.9,-10,1005.3,1026,.1,,,,9,4,,33,1809,,,.9,,,,
174,2019-01-10 12:00,4,,5.1,340,42,3.4,-7.7,1004.2,1024.7,.7,,,,6,2,,15,1927,,,4.5,,,,
174,2019-01-10 13:00,5.8,,3.4,340,43,4,-5.8,1003.1,1023.4,1,,,,2,0,,,1854,,,5.3,,,,
174,2019-01-10 14:00,6.4,,3.8,340,47,4.5,-4.1,1003,1023.3,1,,,,4,0,,,1962,,,4.7,,,,
174,2019-01-10 15:00,4.8,,5.4,340,55,4.8,-3.4,1003.2,1023.6,.7,,,,8,4,,14,1942,,,3.3,,,,
174,2019-01-10 16:00,4.2,,5.4,340,61,5,-2.6,1003.3,1023.7,0,,,,10,9,,12,1985,,,2.2,,,,
174,2019-01-10 17:00,3.9,,3.4,320,63,5.1,-2.5,1003.3,1023.8,0,,,,8,8,,11,1975,,,1,,,,
174,2019-01-10 18:00,3.5,,4,340,68,5.4,-1.8,1004.7,1025.2,0,,,,10,10,,10,1845,,,.7,,,,
174,2019-01-10 19:00,3.2,,3.4,340,71,5.5,-1.5,1005.2,1025.8,,,,,0,0,,,1701,,,.4,,,,
174,2019-01-10 20:00,2.7,,4,320,75,5.6,-1.2,1004.5,1025.1,,,,,9,9,,9,1477,,,.1,,,,
174,2019-01-10 21:00,1.9,,2.9,320,80,5.6,-1.1,1004,1024.7,,,,,10,7,,8,1421,,,-.6,,,,
174,2019-01-10 22:00,1.3,,2.5,290,83,5.6,-1.2,1005.1,1025.8,,,,,2,1,,7,1169,,,-.8,,,,
174,2019-01-10 23:00,.8,,3,320,83,5.4,-1.7,1004.3,1025.1,,,,,5,0,,,1092,,,-1.1,,,,
174,2019-01-11 00:00,.6,,1.9,320,81,5.2,-2.2,1005.1,1025.9,,,,,9,0,,,1141,,,-1.1,,,,
174,2019-01-11 01:00,.1,,2.5,290,82,5,-2.6,1005.1,1026,,,,,8,5,,74,1068,,,-1.3,,,,
174,2019-01-11 02:00,0,,2.9,320,78,4.8,-3.3,1005,1025.9,,,,,10,8,,75,1039,,,-1.3,,,,
174,2019-01-11 03:00,-.4,,2.9,290,79,4.7,-3.6,1004.8,1025.7,,,,,8,8,,76,899,,,-1.6,,,,
174,2019-01-11 04:00,-.5,,3.6,320,77,4.5,-4,1004.2,1025.1,,,,,8,4,,76,881,,,-1.6,,,,
174,2019-01-11 05:00,-.9,,2,290,78,4.5,-4.2,1004.4,1025.3,,,,,0,0,,,777,,,-1.9,,,,
174,2019-01-11 06:00,-.8,,4,340,78,4.5,-4.1,1004.8,1025.7,,,,,1,0,,,680,,,-1.7,,,,
174,2019-01-11 07:00,-.5,,2.9,340,76,4.5,-4.2,1005.4,1026.3,,,,,9,9,,48,621,,,-1.6,,,,
174,2019-01-11 08:00,-.2,,2.8,340,75,4.5,-4.1,1005.9,1026.8,0,,,,9,9,,41,596,,,-.9,,,,
174,2019-01-11 09:00,.4,,2.1,340,72,4.5,-4,1005.8,1026.6,0,,,,10,10,,38,538,,,-.2,,,,
174,2019-01-11 10:00,2.8,,2,340,65,4.9,-3.1,1005.4,1026,.7,,,,7,4,,39,674,,,1,,,,
174,2019-01-11 11:00,3.4,,2.7,270,61,4.8,-3.4,1005.6,1026.2,1,,,,3,0,,,685,,,1.7,,,,
174,2019-01-11 12:00,5.3,,2.6,270,54,4.8,-3.2,1004.9,1025.3,1,,,,6,0,,,702,,,3.4,,,,
174,2019-01-11 13:00,7.1,,1.1,270,41,4.2,-5.2,1003.8,1024,1,,,,2,0,,,885,,,4.5,,,,
174,2019-01-11 14:00,8.7,,1.8,180,42,4.7,-3.5,1002.3,1022.4,1,,,,0,0,,,1073,,,5,,,,
174,2019-01-11 15:00,8.6,,3,200,40,4.5,-4.2,1002.4,1022.5,1,,,,0,0,,,1225,,,4.2,,,,
174,2019-01-11 16:00,8.6,,2.2,200,39,4.3,-4.6,1002.2,1022.3,1,,,,2,0,,,1271,,,2.7,,,,
174,2019-01-11 17:00,7.1,,1.4,200,44,4.4,-4.3,1002,1022.2,.7,,,,7,0,,,1257,,,1,,,,
174,2019-01-11 18:00,6.7,,1.2,180,48,4.7,-3.5,1002.6,1022.9,0,,,,10,4,,25,1082,,,1.1,,,,
174,2019-01-11 19:00,6.1,,.3,0,51,4.8,-3.2,1002.8,1023.1,,,,,10,10,,24,787,,,1.6,,,,
174,2019-01-11 20:00,5,,.9,110,56,4.9,-3,1002.2,1022.6,,,,,10,5,,36,648,,,1.4,,,,
174,2019-01-11 21:00,4.2,,.4,0,62,5.1,-2.4,1001.8,1022.2,,,,,10,7,,20,650,,,1.7,,,,
174,2019-01-11 22:00,3.9,,.1,0,65,5.3,-2,1001.9,1022.3,,,,,10,3,,19,797,,,1.8,,,,
174,2019-01-11 23:00,3.8,,1.2,20,68,5.5,-1.5,1001.9,1022.3,,,,,10,9,,11,733,,,1.8,,,,
174,2019-01-12 00:00,3.3,0,.7,270,83,6.4,.6,1001.1,1021.6,,,,,10,10,,,678,,,1.8,,,,
174,2019-01-12 01:00,3.8,,1.3,320,90,7.2,2.3,1001.3,1021.7,,,,,10,6,,9,624,,,2.1,,,,
174,2019-01-12 02:00,2.5,,2.6,290,98,7.2,2.2,1001.6,1022.2,,,,,10,9,,10,394,,,1.9,,,,
174,2019-01-12 03:00,2.2,1.1,1.9,320,100,7.1,2.1,1001,1021.6,,,,,10,10,,10,341,,,1.8,,,,
174,2019-01-12 04:00,2.1,,.9,290,100,7.1,2,1000.5,1021.1,,,,,9,9,,12,285,,,1.9,,,,
174,2019-01-12 05:00,2,,1.7,320,100,7,1.9,1000.3,1020.9,,,,,10,7,,10,207,,,1.8,,,,
174,2019-01-12 06:00,2,.5,1.6,290,100,7,1.9,1000.2,1020.8,,,,,9,9,,10,356,,,1.8,,,,
174,2019-01-12 07:00,1.9,,1.5,340,100,7,1.8,1000.6,1021.2,,,,,10,6,,2,237,,,1.8,,,,
174,2019-01-12 08:00,1.9,,1.8,290,100,7,1.8,1001.1,1021.7,0,,,,9,9,,2,289,,,1.8,,,,
174,2019-01-12 09:00,2.3,.1,2,290,100,7.2,2.2,1001.2,1021.8,0,,,,9,6,,3,500,,,2.8,,,,
174,2019-01-12 10:00,3.8,,2.5,340,95,7.6,3,1001.4,1021.8,.1,,,,9,2,,3,634,,,4.9,,,,
174,2019-01-12 11:00,5.4,,3,270,90,8,3.8,1001,1021.3,.9,,,,8,4,,3,800,,,7.7,,,,
174,2019-01-12 12:00,5.9,0,3.6,320,83,7.7,3.2,1000.5,1020.8,.9,,,,9,6,,4,863,,,8.2,,,,
174,2019-01-12 13:00,6.9,,3.6,320,77,7.6,3.1,999.7,1019.9,.7,,,,8,8,,6,1178,,,10,,,,
174,2019-01-12 14:00,8.7,,2.1,360,67,7.5,2.9,999.7,1019.7,.9,,,,5,4,,7,1249,,,8.8,,,,
174,2019-01-12 15:00,7.9,,2.8,340,66,7,1.9,999.8,1019.9,1,,,,4,1,,11,867,,,7.5,,,,
174,2019-01-12 16:00,8.1,,4.5,320,58,6.2,.3,999.9,1020,1,,,,2,0,,,965,,,5.9,,,,
174,2019-01-12 17:00,7.3,,3.7,320,57,5.8,-.6,1000.9,1021.1,1,,,,1,0,,,875,,,4.3,,,,
174,2019-01-12 18:00,6,,2.5,320,64,6,-.3,1001.4,1021.7,0,,,,0,0,,,670,,,2.5,,,,
174,2019-01-12 19:00,5.1,,2.8,290,71,6.2,.2,1002,1022.4,,,,,0,0,,,499,,,1.9,,,,
174,2019-01-12 20:00,3.3,,1.6,320,80,6.2,.1,1002.3,1022.8,,,,,0,0,,,331,,,.7,,,,
174,2019-01-12 21:00,2.4,,1.6,290,85,6.2,.1,1002.5,1023.1,,,,,2,0,,,254,,,0,,,,
174,2019-01-12 22:00,.7,,.9,250,92,5.9,-.4,1002.6,1023.3,,,,,3,0,,,188,,,-.4,,,,
174,2019-01-12 23:00,.3,,.7,270,97,6.1,-.1,1002.9,1023.7,,,,,0,0,,,155,,,-.6,,,,
174,2019-01-13 00:00,3.1,,2.5,290,82,6.2,.3,1002.9,1023.4,,,,,0,0,,,218,,,-.2,,,,
174,2019-01-13 01:00,2.3,,1.7,290,86,6.2,.1,1002.7,1023.3,,,,,0,0,,,208,,,-.6,,,,
174,2019-01-13 02:00,.6,,1.2,270,94,6,-.2,1002.9,1023.7,,,,,0,0,,,171,,,-1.1,,,,
174,2019-01-13 03:00,1.3,,2.3,290,89,6,-.3,1002.9,1023.6,,,,,0,0,,,212,,,-1,,,,
174,2019-01-13 04:00,1,,2.2,290,88,5.8,-.7,1002.9,1023.6,,,,,0,0,,,211,,,-1.1,,,,
174,2019-01-13 05:00,1.3,,.9,360,89,6,-.3,1002.6,1023.3,,,,,0,0,,,230,,,-1.3,,,,
174,2019-01-13 06:00,1.8,,2.5,340,84,5.8,-.6,1002.8,1023.4,,,,,0,0,,,277,,,-1.1,,,,
174,2019-01-13 07:00,1.6,,2.4,340,84,5.8,-.8,1003.5,1024.2,,,,,2,0,,,291,,,-1.2,,,,
174,2019-01-13 08:00,1.1,,2.1,320,86,5.7,-.9,1004,1024.7,0,,,,0,0,,,256,,,-1.2,,,,
174,2019-01-13 09:00,2.2,,2.7,320,81,5.8,-.7,1004.2,1024.8,.8,,,,0,0,,,281,,,-.2,,,,
174,2019-01-13 10:00,3.6,,2.4,320,74,5.8,-.6,1004.4,1024.9,1,,,,0,0,,,320,,,1.2,,,,
174,2019-01-13 11:00,4.8,,3.5,270,68,5.8,-.6,1004,1024.5,1,,,,0,0,,,381,,,2.5,,,,
174,2019-01-13 12:00,6.1,,3.9,270,64,6,-.2,1003.3,1023.6,1,,,,0,0,,,409,,,6.4,,,,
174,2019-01-13 13:00,7.5,,3.7,270,57,5.9,-.4,1002.6,1022.8,1,,,,0,0,,,567,,,8.3,,,,
174,2019-01-13 14:00,8.3,,3.9,340,50,5.5,-1.5,1002.3,1022.4,1,,,,0,0,,,658,,,7.8,,,,
174,2019-01-13 15:00,8.9,,3.3,340,48,5.5,-1.5,1002.3,1022.3,1,,,,0,0,,,726,,,6.9,,,,
174,2019-01-13 16:00,8.2,,4,320,51,5.6,-1.3,1002.5,1022.6,1,,,,0,0,,,587,,,5.7,,,,
174,2019-01-13 17:00,7.3,,3.1,340,54,5.5,-1.4,1002.8,1023,1,,,,0,0,,,515,,,3.9,,,,
174,2019-01-13 18:00,5.9,,3.5,340,54,5,-2.7,1003.5,1023.8,0,,,,0,0,,,555,,,1.9,,,,
174,2019-01-13 19:00,4.6,,3.3,320,56,4.8,-3.4,1004.1,1024.6,,,,,0,0,,,587,,,1,,,,
174,2019-01-13 20:00,3.3,,3.2,340,58,4.5,-4.1,1004.5,1025,,,,,0,0,,,636,,,.2,,,,
174,2019-01-13 21:00,2.4,,3.1,320,59,4.3,-4.8,1004.5,1025.1,,,,,0,0,,,691,,,-.6,,,,
174,2019-01-13 22:00,1.7,,1.3,320,61,4.2,-5,1004.6,1025.3,,,,,0,0,,,669,,,-.5,,,,
174,2019-01-13 23:00,-.1,,1.2,290,72,4.4,-4.5,1004.9,1025.8,,,,,0,0,,,574,,,-.9,,,,
174,2019-01-14 00:00,1.2,,2.2,320,66,4.4,-4.4,1005.3,1026.1,,,,,0,0,,,591,,,-1,,,,
174,2019-01-14 01:00,.2,,2,340,73,4.5,-4,1004.7,1025.5,,,,,0,0,,,520,,,-1.4,,,,
174,2019-01-14 02:00,-3.5,,.6,180,91,4.3,-4.7,1004.7,1025.8,,,,,0,0,,,351,,,-2,,,,
174,2019-01-14 03:00,-3.6,,.6,270,93,4.4,-4.5,1005,1026.1,,,,,0,0,,,305,,,-2,,,,
174,2019-01-14 04:00,-3.8,,1.5,320,92,4.2,-4.9,1004.4,1025.5,,,,,0,0,,,312,,,-2.4,,,,
174,2019-01-14 05:00,-3.8,,.4,0,93,4.3,-4.7,1004.4,1025.5,,,,,0,0,,,300,,,-2.4,,,,
174,2019-01-14 06:00,-4,,.7,90,96,4.4,-4.5,1004.6,1025.8,,,,,0,0,,,262,,,-2.7,,,,
174,2019-01-14 07:00,-4.3,,.4,0,97,4.3,-4.7,1005.2,1026.4,,,,,0,0,,,193,,,-2.8,,,,
174,2019-01-14 08:00,-5.1,,.1,0,99,4.2,-5.2,1005.6,1026.9,0,,,,0,0,,,209,,,-2.7,,,,
174,2019-01-14 09:00,-3.9,,1.2,90,94,4.3,-4.7,1005.9,1027.1,.8,,,,0,0,,,226,,,-1.4,,,,
174,2019-01-14 10:00,1.7,,.7,320,76,5.3,-2,1005.7,1026.4,1,,,,0,0,,,304,,,-.2,,,,
174,2019-01-14 11:00,4.8,,3,270,56,4.8,-3.2,1005.2,1025.7,1,,,,0,0,,,460,,,1.3,,,,
174,2019-01-14 12:00,6.5,,3.6,270,48,4.6,-3.7,1004.7,1025,1,,,,1,0,,,577,,,3.7,,,,
174,2019-01-14 13:00,7.8,,3.2,270,44,4.6,-3.7,1003.4,1023.6,1,,,,3,3,,60,631,,,5.1,,,,
174,2019-01-14 14:00,8.6,,3.1,250,36,4,-5.6,1003.1,1023.2,1,,,,0,0,,,839,,,6.6,,,,
174,2019-01-14 15:00,9,,2.1,250,35,4,-5.6,1002.7,1022.7,1,,,,3,0,,,898,,,5.1,,,,
174,2019-01-14 16:00,9.7,,2.4,270,34,4.1,-5.4,1002.7,1022.8,.7,,,,4,1,,51,888,,,7.2,,,,
174,2019-01-14 17:00,8.5,,1.5,270,36,4,-5.7,1002.4,1022.5,1,,,,7,0,,,909,,,3.3,,,,
174,2019-01-14 18:00,4.3,,1.6,290,52,4.3,-4.7,1003.2,1023.6,0,,,,5,0,,,611,,,.1,,,,
174,2019-01-14 19:00,1.6,,.4,0,65,4.5,-4.2,1003.6,1024.3,,,,,6,0,,,611,,,-1.3,,,,
174,2019-01-14 20:00,.1,,1.1,290,73,4.5,-4.1,1003.2,1024,,,,,5,0,,,433,,,-.8,,,,
174,2019-01-14 21:00,-.7,,.3,0,79,4.6,-3.8,1003.2,1024.1,,,,,4,0,,,433,,,-1.2,,,,
174,2019-01-14 22:00,-1.1,,.9,290,84,4.8,-3.4,1003.2,1024.1,,,,,8,1,,,348,,,-1.4,,,,
174,2019-01-14 23:00,-1.9,,.7,50,87,4.6,-3.7,1002.9,1023.8,,,,,9,6,,43,303,,,-1.2,,,,
174,2019-01-15 00:00,-1,,1,290,85,4.8,-3.2,1002.8,1023.7,,,,,10,10,,42,296,,,-1,,,,
174,2019-01-15 01:00,1.4,,2.1,290,79,5.4,-1.8,1002.1,1022.8,,,,,9,9,,40,221,,,-.8,,,,
174,2019-01-15 02:00,1.4,,2.6,340,80,5.4,-1.6,1002.4,1023.1,,,,,9,6,,40,205,,,-.7,,,,
174,2019-01-15 03:00,1.3,,2.4,290,80,5.4,-1.7,1002.2,1022.9,,,,,10,10,,42,195,,,-.5,,,,
174,2019-01-15 04:00,1.5,,3.2,340,78,5.3,-1.9,1002.4,1023.1,,,,,8,1,,40,214,,,-.6,,,,
174,2019-01-15 05:00,1.4,,2,320,80,5.4,-1.6,1001.7,1022.4,,,,,9,1,,12,213,,,-.7,,,,
174,2019-01-15 06:00,1.7,,2.4,340,80,5.6,-1.3,1001.5,1022.1,,,,,9,7,,10,224,,,-.7,,,,
174,2019-01-15 07:00,2.2,,1.2,320,79,5.7,-1,1001.6,1022.2,,,,,9,6,,10,238,,,-.3,,,,
174,2019-01-15 08:00,1.6,,1,290,84,5.8,-.8,1002,1022.6,0,,,,8,8,,8,214,,,-1.2,,,,
174,2019-01-15 09:00,2.2,,1.2,290,83,6,-.3,1002.1,1022.7,0,,,,8,8,,8,213,,,.2,,,,
174,2019-01-15 10:00,3.7,,3.6,340,76,6.1,-.1,1002.4,1022.9,.2,,,,3,3,,6,241,,,1.6,,,,
174,2019-01-15 11:00,4.9,,4.2,340,65,5.6,-1.1,1002.7,1023.1,1,,,,2,0,,,283,,,3.1,,,,
174,2019-01-15 12:00,5.4,,3.9,340,58,5.2,-2.2,1002.3,1022.7,1,,,,0,0,,,346,,,6,,,,
174,2019-01-15 13:00,5.8,,3.4,340,54,5,-2.8,1001.4,1021.7,1,,,,4,1,,12,329,,,6.9,,,,
174,2019-01-15 14:00,7.1,,3.5,320,48,4.9,-3.1,1000.6,1020.8,1,,,,2,1,,14,402,,,7.4,,,,
174,2019-01-15 15:00,7.2,,3.5,340,50,5.1,-2.5,1000.6,1020.8,1,,,,7,3,,14,462,,,6.9,,,,
174,2019-01-15 16:00,5.9,,4.4,340,52,4.8,-3.2,1000.9,1021.2,1,,,,6,4,,14,625,,,4.7,,,,
174,2019-01-15 17:00,4.9,,5.8,320,62,5.4,-1.7,1001.1,1021.5,0,,,,9,9,,12,678,,,3.6,,,,
174,2019-01-15 18:00,2.1,,4.9,360,78,5.6,-1.3,1002.4,1023,0,,,,10,9,,7,380,,,1.8,,,,
174,2019-01-15 19:00,1.2,,4.2,340,73,4.9,-3.1,1002.7,1023.4,,,,,10,9,,8,596,,,.8,,,,
174,2019-01-15 20:00,0,,6.4,340,75,4.6,-3.9,1003.4,1024.2,,,,,10,10,,8,999,,,-.1,,,,
174,2019-01-15 21:00,-1,,4.4,340,75,4.3,-4.8,1003.5,1024.4,,,,,10,10,,8,1178,,,-.4,,,,
174,2019-01-15 22:00,-1.7,,3.5,360,76,4.1,-5.3,1003.8,1024.7,,,,,10,9,,8,1368,,,-1.1,,,,
174,2019-01-15 23:00,-2.4,,5.3,340,77,4,-5.8,1004.3,1025.3,,,,,10,10,,8,920,,,-1.5,,,,
174,2019-01-16 00:00,-3.1,0,3.6,360,74,3.6,-7,1004.9,1026,,,,,10,10,,7,1535,,,-1.8,,,,
174,2019-01-16 01:00,-3.4,,4.4,340,68,3.2,-8.4,1004.6,1025.7,,,,,6,6,,10,1591,,,-2.3,,,,
174,2019-01-16 02:00,-3.9,,4.1,340,70,3.2,-8.5,1005.4,1026.6,,,,,0,0,,,1651,,,-2.7,,,,
174,2019-01-16 03:00,-4.4,0,4.7,340,67,3,-9.6,1005.8,1027,,,,,8,8,,8,1755,,,-3.7,,,,
174,2019-01-16 04:00,-4.9,,3.6,340,63,2.7,-10.8,1005.8,1027.1,,,,,7,0,,,1840,,,-4,,,,
174,2019-01-16 05:00,-5.8,,3.1,320,65,2.6,-11.3,1004.9,1026.2,,,,,1,1,,60,1786,,,-4.4,,,,
174,2019-01-16 06:00,-6.3,,3.5,320,66,2.5,-11.6,1005,1026.3,,,,,5,5,,57,1647,,,-4.7,,,,
174,2019-01-16 07:00,-6.6,,5.1,320,71,2.7,-10.9,1005.5,1026.9,,,,,7,0,,,1504,,,-5.1,,,,
174,2019-01-16 08:00,-6.7,,4.7,340,72,2.7,-10.9,1006,1027.4,0,,,,0,0,,,1399,,,-4.9,,,,
174,2019-01-16 09:00,-5.7,,4.7,340,68,2.7,-10.6,1006,1027.3,.9,,,,0,0,,,1390,,,-3.6,,,,
174,2019-01-16 10:00,-4,,4.3,340,58,2.6,-11,1006.2,1027.4,1,,,,4,3,,46,1478,,,-1.2,,,,
174,2019-01-16 11:00,-2.7,,5.3,320,48,2.4,-12.2,1006.3,1027.4,1,,,,0,0,,,1708,,,-1.2,,,,
174,2019-01-16 12:00,-1.4,,5.2,320,42,2.3,-12.6,1005.2,1026.2,1,,,,0,0,,,1626,,,1.6,,,,
174,2019-01-16 13:00,.6,,4,340,39,2.5,-11.7,1004,1024.8,1,,,,0,0,,,1779,,,2.3,,,,
174,2019-01-16 14:00,1.2,,5,340,35,2.3,-12.6,1003.4,1024.1,1,,,,0,0,,,1882,,,2.3,,,,
174,2019-01-16 15:00,2.2,,4.2,320,29,2.1,-14,1003.4,1024,1,,,,0,0,,,1931,,,.8,,,,
174,2019-01-16 16:00,1.5,,5.6,320,29,2,-14.6,1003.3,1024,1,,,,1,0,,,1959,,,-.1,,,,
174,2019-01-16 17:00,.6,,4.5,320,32,2,-14.2,1003.9,1024.7,1,,,,0,0,,,1920,,,-1.3,,,,
174,2019-01-16 18:00,-.8,,4.3,320,39,2.3,-13,1003.9,1024.8,.1,,,,0,0,,,1868,,,-2.6,,,,
174,2019-01-16 19:00,-1.5,,4.6,320,50,2.8,-10.5,1004.2,1025.1,,,,,7,1,,74,1705,,,-2.6,,,,
174,2019-01-16 20:00,-2.6,,4.4,320,63,3.2,-8.6,1004.5,1025.5,,,,,0,0,,,1677,,,-3.1,,,,
174,2019-01-16 21:00,-3.4,,3.7,320,67,3.2,-8.6,1004.3,1025.4,,,,,0,0,,,1807,,,-3.3,,,,
174,2019-01-16 22:00,-3.7,,3.1,320,66,3.1,-9.1,1004.2,1025.3,,,,,7,2,,76,1933,,,-3.2,,,,
174,2019-01-16 23:00,-3.4,,3.1,290,62,3,-9.6,1004.6,1025.7,,,,,9,9,,73,1903,,,-3,,,,
174,2019-01-17 00:00,-2.8,,3.2,290,64,3.2,-8.6,1004.4,1025.5,,,,,9,4,,,1951,,,-2.9,,,,
174,2019-01-17 01:00,-2,,3.2,290,64,3.4,-7.9,1004.2,1025.2,,,,,2,2,,10,1979,,,-2,,,,
174,2019-01-17 02:00,-1.7,,2.8,290,66,3.6,-7.2,1003.7,1024.6,,,,,7,7,,10,1950,,,-1.5,,,,
174,2019-01-17 03:00,-1.5,,3.1,290,68,3.7,-6.6,1003.7,1024.6,,,,,9,9,,10,1912,,,-1.5,,,,
174,2019-01-17 04:00,-1.3,,2.8,290,73,4.1,-5.5,1003.2,1024.1,,,,,6,6,,11,1941,,,-1.7,,,,
174,2019-01-17 05:00,-1.6,,3.2,290,73,4,-5.8,1002.6,1023.5,,,,,0,0,,,1877,,,-2.4,,,,
174,2019-01-17 06:00,-1.3,,3.7,320,72,4,-5.7,1002.6,1023.5,,,,,9,9,,11,1873,,,-2.1,,,,
174,2019-01-17 07:00,-1.2,,4,320,74,4.2,-5.2,1002.8,1023.7,,,,,7,7,,12,1862,,,-2,,,,
174,2019-01-17 08:00,-1.3,,2.7,290,74,4.1,-5.3,1003.3,1024.2,0,,,,1,1,,11,1791,,,-1.6,,,,
174,2019-01-17 09:00,-.2,,4,340,70,4.2,-5,1003.8,1024.7,.8,,,,1,1,,11,1905,,,-1,,,,
174,2019-01-17 10:00,1.4,,4.4,340,64,4.3,-4.6,1003.8,1024.5,1,,,,2,0,,,1813,,,.9,,,,
174,2019-01-17 11:00,2.5,,5.4,340,59,4.3,-4.7,1003.8,1024.4,1,,,,3,2,,11,1604,,,1.9,,,,
174,2019-01-17 12:00,3.3,,4.9,340,55,4.3,-4.8,1003.2,1023.7,1,,,,7,7,,12,1604,,,5.6,,,,
174,2019-01-17 13:00,3.6,,3,320,55,4.3,-4.6,1002.4,1022.9,.8,,,,8,5,,13,1754,,,3.8,,,,
174,2019-01-17 14:00,4.9,,3.1,340,50,4.3,-4.6,1001.7,1022.1,.6,,,,6,6,,13,1467,,,6.3,,,,
174,2019-01-17 15:00,5.5,,3.5,340,46,4.2,-5.2,1001.2,1021.5,.9,,,,4,2,,44,1555,,,2.6,,,,
174,2019-01-17 16:00,4.8,,5.8,340,48,4.1,-5.3,1001.6,1022,1,,,,3,0,,,1496,,,1.7,,,,
174,2019-01-17 17:00,4,,3.7,340,52,4.2,-4.9,1002.5,1022.9,1,,,,7,3,,14,1267,,,.5,,,,
